line_id,scene_id,order,beat,line_type,speaker,text_ko,emotion,condition,choice_id,next_or_effect,stage_direction,voice_required,branch_group,implementation_note
D4-03_008,D4-03,8,puzzle,puzzle_feedback,ADRIAN,이블린의 장갑 섬유는 발견자의 접촉으로도 설명됩니다. 단독으로는 추락 원인이 아닙니다.,focused,theory=glove_proves_push,,,Puzzle,Y,,
D4-03_009,D4-03,9,puzzle,puzzle_feedback,ADRIAN,마커스는 누군가에게 밀린 게 아닙니다. 서둘러 내려오다 물을 밟고 스스로 균형을 잃었습니다.,realization,puzzle_correct,,theory:marcus_accidental_fall,Puzzle complete,Y,,
D4-03_010,D4-03,10,ethics,dialogue,OWEN,물은 왜 있었을까요?,concerned,,,,STAIR_B,Y,,
D4-03_011,D4-03,11,ethics,dialogue,ADRIAN,청소 카트는 이블린의 운영 지시로 이 구역을 지나갔습니다. 위험을 알고도 표지판을 세우지 않았죠.,focused,,,,STAIR_B,Y,,
D4-03_012,D4-03,12,ethics,dialogue,OWEN,그녀가 밀지는 않았지만 넘어질 조건은 만들었습니다.,grim,,,,STAIR_B,Y,,
D4-03_013,D4-03,13,conclusion,dialogue,ADRIAN,"살인미수는 아닙니다. 비윤리적 방치와 위협은 맞지만, 다른 죄를 덧씌우면 진짜 범죄가 흐려집니다.",firm,,,,STAIR_B,Y,,
D4-03_014,D4-03,14,branch_consequence,dialogue,EVELYN,이제 구금을 풀어주시겠습니까?,cold,flag:evelyn_wrongful_detention,,,STAIR_B,Y,,
D4-03_015,D4-03,15,branch_consequence,dialogue,ADRIAN,추락 혐의는 철회합니다. 제 판단이 빨랐습니다.,controlled,flag:evelyn_wrongful_detention,,trust_all:-1; flag:adrian_admits_error,STAIR_B,Y,,
D4-03_016,D4-03,16,puzzle_hint,hint,UI_HINT,두 번째 인물의 흔적이 실제로 존재하는지 먼저 확인하세요.,hint1,hint_level=1,,,Hint UI,N,,
D4-03_017,D4-03,17,puzzle_hint,hint,UI_HINT,발자국 간격과 난간 손자국의 방향을 연결하세요.,hint2,hint_level=2,,,Hint UI,N,,
D4-03_018,D4-03,18,puzzle_hint,hint,UI_HINT,오른발 미끄러짐 → 난간을 잡음 → 손자국이 아래로 끌림 → 충돌 순서입니다.,hint3,hint_level=3,,,Hint UI,N,,
D4-03_019,D4-03,19,close,system,SYSTEM,결론 등록: 자력 추락. 이블린의 비윤리적 방치는 별도 사실로 유지됩니다.,system,,,scene_unlock:D4-04,UI,N,,
D4-04_001,D4-04,1,opening,narration,NARRATION,"마커스는 목 보호대를 찬 채 눈을 떴다. 턱 골절 때문에 말할 수 없었고, 오른손 검지만 움직일 수 있었다.",observe,D4-03,,,MEDBAY,N,,
D4-04_002,D4-04,2,setup,dialogue,HELENA,"예는 한 번, 아니오는 두 번 손가락을 움직이세요. 피로가 심해서 질문은 다섯 개만 가능합니다.",clinical,,,,MEDBAY,Y,,
D4-04_003,D4-04,3,setup,dialogue,ADRIAN,질문은 사실 하나만 확인해야 합니다. 추측을 묻으면 답도 추측이 됩니다.,focused,,,,MEDBAY,Y,,
D4-04_004,D4-04,4,puzzle,system,SYSTEM,제한 심문: 아래 질문 중 5개를 선택하세요. 핵심 증언을 얻으려면 인증 제공 여부를 구체적으로 물어야 합니다.,tutorial,,,,Interrogation UI,N,,
D4-04_005,D4-04,5,choice,choice,PLAYER_CHOICE,이블린이 다니엘을 죽였습니까?,choice,,D4-04_Q1,question_used; answer:unknown,UI choice,N,D4-04_Q,
D4-04_006,D4-04,6,choice,choice,PLAYER_CHOICE,당신은 이블린에게 인증 토큰을 제공했습니까?,choice,,D4-04_Q2,question_used; evidence:C-15,UI choice,N,D4-04_Q,
D4-04_007,D4-04,7,choice,choice,PLAYER_CHOICE,이블린이 당신에게 돈을 약속했습니까?,choice,,D4-04_Q3,question_used; flag:payment_promised,UI choice,N,D4-04_Q,
D4-04_008,D4-04,8,choice,choice,PLAYER_CHOICE,당신이 금고의 모듈을 덮어썼습니까?,choice,,D4-04_Q4,question_used; answer:no,UI choice,N,D4-04_Q,
D4-04_009,D4-04,9,choice,choice,PLAYER_CHOICE,이블린이 금고에 들어가는 것을 직접 봤습니까?,choice,,D4-04_Q5,question_used; answer:no,UI choice,N,D4-04_Q,
D4-04_010,D4-04,10,choice,choice,PLAYER_CHOICE,토큰을 준 시각은 21시 이전입니까?,choice,,D4-04_Q6,question_used; flag:token_before_2100,UI choice,N,D4-04_Q,
D4-04_011,D4-04,11,choice,choice,PLAYER_CHOICE,추락 전에 이블린이 당신을 위협했습니까?,choice,,D4-04_Q7,question_used; flag:threat_message,UI choice,N,D4-04_Q,
D4-04_012,D4-04,12,choice,choice,PLAYER_CHOICE,리처드가 토큰 제공을 지시했습니까?,choice,,D4-04_Q8,question_used; answer:no,UI choice,N,D4-04_Q,
D4-04_013,D4-04,13,answer,branch_response,NARRATION,마커스는 손가락을 움직이지 못한 채 눈을 감았다. 그는 범인을 직접 보지 못했다.,observe,choice(D4-04_Q1),,,MEDBAY,N,D4-04_Q,
D4-04_014,D4-04,14,answer,branch_response,HELENA,답할 수 없는 질문이에요. 한 번을 사용했습니다.,firm,choice(D4-04_Q1),,,MEDBAY,Y,D4-04_Q,
D4-04_015,D4-04,15,answer,branch_response,NARRATION,마커스의 검지가 한 번 움직였다. 예.,observe,choice(D4-04_Q2),,evidence:C-15; flag:marcus_admits_token,MEDBAY,N,D4-04_Q,
D4-04_016,D4-04,16,answer,branch_response,ADRIAN,인증 제공은 확인됐습니다.,focused,choice(D4-04_Q2),,,MEDBAY,Y,D4-04_Q,
D4-04_017,D4-04,17,answer,branch_response,NARRATION,한 번. 이블린은 채무 정리를 약속했다.,observe,choice(D4-04_Q3),,flag:payment_promised,MEDBAY,N,D4-04_Q,
D4-04_018,D4-04,18,answer,branch_response,NARRATION,두 번. 마커스는 모듈을 직접 덮어쓰지 않았다.,observe,choice(D4-04_Q4),,,MEDBAY,N,D4-04_Q,
D4-04_019,D4-04,19,answer,branch_response,NARRATION,두 번. 그는 이블린이 금고에 들어가는 장면을 보지 못했다.,observe,choice(D4-04_Q5),,,MEDBAY,N,D4-04_Q,
D4-04_020,D4-04,20,answer,branch_response,NARRATION,한 번. 토큰은 21시 전에 전달됐다.,observe,choice(D4-04_Q6),,flag:token_before_2100,MEDBAY,N,D4-04_Q,
D4-04_021,D4-04,21,answer,branch_response,NARRATION,한 번. 위협 메시지는 추락 전에 도착했다.,observe,choice(D4-04_Q7),,flag:threat_message,MEDBAY,N,D4-04_Q,
D4-04_022,D4-04,22,answer,branch_response,NARRATION,두 번. 리처드는 지시하지 않았다.,observe,choice(D4-04_Q8),,,MEDBAY,N,D4-04_Q,
D4-04_023,D4-04,23,conclusion,dialogue,ADRIAN,"마커스는 이블린에게 토큰을 빌려줬지만, 금고 안에서 무엇을 했는지는 보지 못했습니다.",focused,flag:marcus_admits_token,,,MEDBAY,Y,,
D4-04_024,D4-04,24,conclusion,dialogue,HELENA,그 선을 넘지 않는 게 중요하겠네요. 증언은 직접 본 범위까지만.,warm,flag:marcus_admits_token,,,MEDBAY,Y,,
D4-04_025,D4-04,25,fallback,fallback,SYSTEM,보조 루트: 핵심 질문을 놓쳤다면 마커스의 메모 패드에서 ‘이·에스 토큰 20:56’ 기록을 회수합니다. 시간 블록 1 소모.,system,not flag(marcus_admits_token),,timeBlock:-1; evidence:C-15,UI,N,,
D4-04_026,D4-04,26,puzzle_hint,hint,UI_HINT,‘범인이 누구인가’보다 마커스가 직접 한 행동을 묻는 질문이 유효합니다.,hint1,hint_level=1,,,Hint UI,N,,
D4-04_027,D4-04,27,puzzle_hint,hint,UI_HINT,금고 로그에 필요한 것은 인증 주체와 제공 사실입니다.,hint2,hint_level=2,,,Hint UI,N,,
D4-04_028,D4-04,28,puzzle_hint,hint,UI_HINT,‘당신은 이블린에게 인증 토큰을 제공했습니까?’를 선택하세요.,hint3,hint_level=3,,,Hint UI,N,,
D4-04_029,D4-04,29,close,system,SYSTEM,C-15 마커스 인증 획득. 금고 공범 연결이 완료되었습니다.,system,,,scene_unlock:D5-01,UI,N,,
D5-01_001,D5-01,1,opening,narration,NARRATION,객실 문이 열리자 하얀 연기가 복도로 밀려 나왔다. 자동커튼은 바닥에 쓰러져 사람 형상의 그림자를 만들고 있었다.,observe,D4-04,,,CABIN_CLAIRE,N,,
D5-01_002,D5-01,2,rescue,dialogue,CLAIRE,여기요! 누가 방 안에 있어요!,panicked,,,,CABIN_CLAIRE,Y,,
D5-01_003,D5-01,3,rescue,dialogue,ADRIAN,창가에서 떨어지세요. 헬레나를 부르고 복도 출입을 막으세요.,commanding,,,,CABIN_CLAIRE,Y,,
D5-01_004,D5-01,4,claim,dialogue,CLAIRE,검은 그림자가 커튼 뒤로 갔어요. 문은 잠겨 있었는데—,breathless,,,,CABIN_CLAIRE,Y,,
D5-01_005,D5-01,5,claim,dialogue,ADRIAN,문은 지금 안에서 열렸습니다. 당신이 열었습니까?,focused,,,,CABIN_CLAIRE,Y,,
D5-01_006,D5-01,6,claim,dialogue,CLAIRE,정신을 차리고 보니 바닥에 있었어요. 손잡이를 잡은 기억은 없습니다.,lying,,,,CABIN_CLAIRE,Y,,
D5-01_007,D5-01,7,inspection,narration,NARRATION,[조사: 출입 영상],observe,,,,CABIN_CLAIRE,N,,
D5-01_008,D5-01,8,inspection,inspection,ADRIAN,08:42 이후 객실 문을 통과한 사람은 없다. 클레어는 08:50에 들어간 뒤 09:00 구조 시점까지 안에 있었다.,focused,,,,CABIN_CLAIRE,Y,,
D5-01_009,D5-01,9,evidence,system,SYSTEM,단서 획득: 보조 단서: 출입 영상 없음,system,,,flag:no_intruder_claire,UI,N,,
D5-01_010,D5-01,10,inspection,narration,NARRATION,[조사: 자동커튼 모터],observe,,,,CABIN_CLAIRE,N,,
D5-01_011,D5-01,11,inspection,inspection,ADRIAN,08:58에 예약 작동. 커튼은 정상적으로 열리는 대신 하단 고정핀이 풀려 앞으로 쓰러지도록 설정돼 있다.,focused,,,,CABIN_CLAIRE,Y,,
D5-01_012,D5-01,12,evidence,system,SYSTEM,단서 획득: 보조 단서: 자동커튼 작동,system,,,flag:curtain_timed,UI,N,,
D5-01_013,D5-01,13,inspection,narration,NARRATION,[조사: 연기 입자],observe,,,,CABIN_CLAIRE,N,,
D5-01_014,D5-01,14,inspection,inspection,ADRIAN,타는 냄새가 없고 온도가 낮다. 화재 연기가 아니라 드라이아이스 계열 안개다.,focused,,,,CABIN_CLAIRE,Y,,
D5-01_015,D5-01,15,evidence,system,SYSTEM,단서 획득: 보조 단서: 저온 연막,system,,,flag:cold_smoke,UI,N,,
D5-01_016,D5-01,16,evidence,dialogue,MARCUS,객실 잠금 로그도 외부 접근이 없습니다. 마스터키 사용 기록도 없고요.,professional,,,,CABIN_CLAIRE,Y,,
D5-01_017,D5-01,17,claim,dialogue,CLAIRE,첫 사건과 같잖아요. 아무도 들어오지 않았는데 누군가 공격한 거예요.,insistent,,,,CABIN_CLAIRE,Y,,
D5-01_018,D5-01,18,suspicion,dialogue,ADRIAN,첫 사건과 닮게 보이도록 만든 것일 수도 있습니다.,calm,,,,CABIN_CLAIRE,Y,,
D5-01_019,D5-01,19,choice,choice,PLAYER_CHOICE,현장을 즉시 봉쇄,choice,,D5-01_C1,evidenceIntegrity:+0; flag:claire_scene_secured,UI choice,N,D5-01_SECURE,
D5-01_020,D5-01,20,choice_result,branch_response,ADRIAN,이번에는 먼저 봉쇄합니다. 클레어도 방 밖으로 나가지 마세요. 피해자이든 연출자이든 현장의 일부입니다.,firm,choice(D5-01_C1),,,CABIN_CLAIRE,Y,D5-01_SECURE,
D5-01_021,D5-01,21,choice_result,branch_response,CLAIRE,"연출자라니, 지금 저를 의심하는 거예요?",offended,choice(D5-01_C1),,,CABIN_CLAIRE,Y,D5-01_SECURE,
D5-01_022,D5-01,22,choice_result,branch_response,ADRIAN,의심은 순서가 없습니다. 확인에는 순서가 있죠.,dry,choice(D5-01_C1),,flag:claire_scene_secured,CABIN_CLAIRE,Y,D5-01_SECURE,
D5-01_023,D5-01,23,conclusion,monologue,ADRIAN,"침입자는 없었습니다. 그렇다면 공격자를 찾는 대신, 공격 장면을 만든 장치를 찾아야 합니다.",internal,,,,CABIN_CLAIRE,Y,,
D5-01_024,D5-01,24,close,system,SYSTEM,반복 밀실 가설 등록. 서비스 로봇과 자동장치 조사가 해금됩니다.,system,,,scene_unlock:D5-02,UI,N,,
D5-02_001,D5-02,1,opening,narration,NARRATION,"연기가 걷히자 객실은 공격 현장보다 무대 뒤편처럼 보였다. 각 장치는 정해진 시간에 움직였고, 사람만 그 시간을 설명하지 못했다.",observe,D5-01,,,CABIN_CLAIRE,N,,
D5-02_002,D5-02,2,inspection,narration,NARRATION,[조사: 서비스 로봇 적재함],observe,,,,CABIN_CLAIRE,N,,
D5-02_003,D5-02,3,inspection,inspection,ADRIAN,적재함 안쪽에 물방울과 드라이아이스 포장 조각이 남아 있다. 08:56 객실 앞 배송 기록이 삭제되었다.,focused,,,,CABIN_CLAIRE,Y,,
D5-02_004,D5-02,4,evidence,system,SYSTEM,단서 획득: 보조 단서: 로봇 적재함,system,,,flag:robot_smoke_delivery,UI,N,,
D5-02_005,D5-02,5,inspection,narration,NARRATION,[조사: 드라이아이스 팩],observe,,,,CABIN_CLAIRE,N,,
D5-02_006,D5-02,6,inspection,inspection,ADRIAN,호텔 바에서 사용하는 냉각 팩. 클레어의 객실 미니바 주문 기록에는 없지만 행사 창고 재고가 하나 부족하다.,focused,,,,CABIN_CLAIRE,Y,,
D5-02_007,D5-02,7,evidence,system,SYSTEM,단서 획득: 보조 단서: 드라이아이스,system,,,flag:dry_ice_source,UI,N,,
D5-02_008,D5-02,8,inspection,narration,NARRATION,[조사: 숨겨진 태블릿],observe,,,,CABIN_CLAIRE,N,,
D5-02_009,D5-02,9,inspection,inspection,ADRIAN,침대 하부 패널 뒤에 다니엘의 태블릿이 있다. 클레어의 지문과 최근 기사 편집 기록이 남아 있다.,focused,,,,CABIN_CLAIRE,Y,,
D5-02_010,D5-02,10,evidence,system,SYSTEM,단서 획득: 보조 단서: 다니엘 태블릿,system,,,flag:tablet_recovered,UI,N,,
D5-02_011,D5-02,11,confront,dialogue,ADRIAN,카메라에는 침입자가 없습니다. 첫 사건과 같아 보이죠.,calm,,,,CABIN_CLAIRE,Y,,
D5-02_012,D5-02,12,confront,dialogue,CLAIRE,그럼 그 사람이 또 온 거예요.,defensive,,,,CABIN_CLAIRE,Y,,
D5-02_013,D5-02,13,confront,dialogue,ADRIAN,아니요. 이번에는 아무도 오지 않았습니다. 당신을 포함해서요.,firm,,,,CABIN_CLAIRE,Y,,
D5-02_014,D5-02,14,confront,dialogue,CLAIRE,무슨 뜻이죠? 저는 방 안에 있었어요.,angry,,,,CABIN_CLAIRE,Y,,
D5-02_015,D5-02,15,confront,dialogue,ADRIAN,"서비스 로봇이 연막장치를 옮기고, 자동커튼이 쓰러지는 그림자를 만들었습니다. 당신은 정해진 시각에 바닥에 누웠고요.",focused,,,,CABIN_CLAIRE,Y,,
D5-02_016,D5-02,16,choice_setup,dialogue,CLAIRE,증거가 있나요?,challenging,,,,CABIN_CLAIRE,Y,,
D5-02_017,D5-02,17,choice,choice,PLAYER_CHOICE,‘침입자가 없다’는 출입 로그 제시,choice,,D5-02_C1,contradiction:1,UI choice,N,D5-02_PROOF,
D5-02_018,D5-02,18,choice,choice,PLAYER_CHOICE,‘커튼이 스스로 쓰러졌다’는 모터 로그 제시,choice,,D5-02_C2,contradiction:2,UI choice,N,D5-02_PROOF,
D5-02_019,D5-02,19,choice,choice,PLAYER_CHOICE,‘연기는 화재가 아니다’는 드라이아이스 제시,choice,,D5-02_C3,contradiction:3,UI choice,N,D5-02_PROOF,
D5-02_020,D5-02,20,proof,branch_response,ADRIAN,외부 출입은 0회입니다. 당신이 말한 검은 사람은 문을 통과하지 않았습니다.,focused,choice(D5-02_C1),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_021,D5-02,21,proof,branch_response,CLAIRE,창문으로 들어왔을 수도 있죠.,deflect,choice(D5-02_C1),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_022,D5-02,22,proof,branch_response,ADRIAN,창문 센서도 닫힌 채입니다. 첫 번째 거짓말이군요.,firm,choice(D5-02_C1),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_023,D5-02,23,proof,branch_response,ADRIAN,커튼 모터는 08시 58분 예약 작동입니다. 그림자는 사람이 아니라 쓰러진 천이 만들었습니다.,focused,choice(D5-02_C2),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_024,D5-02,24,proof,branch_response,CLAIRE,누군가 밖에서 예약했을 수 있어요.,deflect,choice(D5-02_C2),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_025,D5-02,25,proof,branch_response,ADRIAN,예약 계정은 객실 태블릿입니다. 두 번째 거짓말입니다.,firm,choice(D5-02_C2),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_026,D5-02,26,proof,branch_response,ADRIAN,연기는 차갑고 그을음이 없습니다. 드라이아이스를 로봇이 배달했습니다.,focused,choice(D5-02_C3),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_027,D5-02,27,proof,branch_response,CLAIRE,바에서 실수로 보냈을 수도—,deflect,choice(D5-02_C3),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_028,D5-02,28,proof,branch_response,ADRIAN,배송 기록을 삭제한 계정은 당신 것입니다. 세 번째 거짓말입니다.,firm,choice(D5-02_C3),,,CABIN_CLAIRE,Y,D5-02_PROOF,
D5-02_029,D5-02,29,confession_hook,dialogue,CLAIRE,…태블릿만 돌려주면 되는 거죠?,defeated,contradictions>=2,,,CABIN_CLAIRE,Y,,
D5-02_030,D5-02,30,confession_hook,dialogue,ADRIAN,태블릿은 다니엘의 소유물입니다. 당신이 돌려주는 게 아니라 제가 회수합니다.,cold,contradictions>=2,,flag:tablet_recovered; scene_unlock:D5-03,CABIN_CLAIRE,Y,,
D5-02_031,D5-02,31,puzzle,puzzle_feedback,ADRIAN,그림자의 모양만으로는 사람이 있었다고 증명할 수 없습니다. 장치의 시간 기록을 보세요.,focused,proof_wrong=shadow,,,Puzzle,Y,,
D5-02_032,D5-02,32,puzzle,puzzle_feedback,ADRIAN,"침입자는 없었고, 장치들이 침입 장면을 완성했습니다. 이 방은 사람이 아니라 예약 명령에 의해 ‘공격당했습니다’.",realization,puzzle_correct,,theory:automated_scene,Puzzle complete,Y,,
D5-02_033,D5-02,33,puzzle_hint,hint,UI_HINT,클레어의 말 중 물리 기록과 직접 충돌하는 문장을 고르세요.,hint1,hint_level=1,,,Hint UI,N,,
D5-02_034,D5-02,34,puzzle_hint,hint,UI_HINT,"출입 로그, 커튼 모터, 연기 성분은 각각 다른 거짓말을 반박합니다.",hint2,hint_level=2,,,Hint UI,N,,
D5-02_035,D5-02,35,puzzle_hint,hint,UI_HINT,세 단서 중 두 개만 제시해도 자작극이 확정됩니다.,hint3,hint_level=3,,,Hint UI,N,,
D5-02_036,D5-02,36,close,system,SYSTEM,태블릿 회수. 자동장치가 현장을 만든다는 개념이 핵심 가설로 등록되었습니다.,system,,,scene_unlock:D5-03,UI,N,,
D5-03_001,D5-03,1,opening,narration,NARRATION,클레어는 심문실 의자에 앉아 손목의 비싼 시계를 테이블 위에 내려놓았다. 처음으로 시간을 보지 않겠다는 태도였다.,observe,D5-02,,,INTERVIEW,N,,
D5-03_002,D5-03,2,confession,dialogue,CLAIRE,다니엘이 가진 비자금 자료를 회수하려고 태블릿을 가져갔어요. 살인과는 관계없습니다.,guarded,,,,INTERVIEW,Y,,
D5-03_003,D5-03,3,confession,dialogue,ADRIAN,21시 58분 기사에서 리처드의 이름을 지운 것도 당신이군요.,focused,,,,INTERVIEW,Y,,
D5-03_004,D5-03,4,confession,dialogue,CLAIRE,삼촌을 지키려던 게 아니라 회사를 지키려던 거예요. 그 차이를 당신은 이해 못 하겠죠.,bitter,,,,INTERVIEW,Y,,
D5-03_005,D5-03,5,confession,dialogue,ADRIAN,이블린도 같은 말을 합니다. 비용과 회사를 사람보다 먼저 놓는 방식까지.,calm,,,,INTERVIEW,Y,,
D5-03_006,D5-03,6,inspection,narration,NARRATION,[조사: 익명 제보 전체 대화],observe,,,,INTERVIEW,N,,
D5-03_007,D5-03,7,inspection,inspection,ADRIAN,"제보자는 다니엘에게 리처드의 은폐 자료를 순차적으로 주고, ‘원본은 선상파티 중 밸러스트 인근에서 전달한다’고 유인했다.",focused,,,,INTERVIEW,Y,,
D5-03_008,D5-03,8,evidence,system,SYSTEM,단서 획득: C-13 익명 채팅,system,,,evidence:C-13,UI,N,,
D5-03_009,D5-03,9,chat,recording,ANON_CHAT,21:20 서비스 계단으로 내려오세요. 회장 계정으로 임시 출입 승인을 보냈습니다.,controlled,chat_playback,,,Chat UI,Y,,
D5-03_010,D5-03,10,chat,recording,DANIEL_CHAT,왜 호라이즌 룸이 아니라 7층입니까?,intense,chat_playback,,,Chat UI,Y,,
D5-03_011,D5-03,11,chat,recording,ANON_CHAT,원본은 이동식 보관함에 있습니다. 사실은 언제나 비용을 요구합니다. 혼자 오세요.,controlled,chat_playback,,,Chat UI,Y,,
D5-03_012,D5-03,12,conclusion,dialogue,ADRIAN,다니엘은 리처드를 만나러 간 게 아닙니다. 제보자가 원본을 준다고 해서 밸러스트 쪽으로 내려갔습니다.,realization,,,,INTERVIEW,Y,,
D5-03_013,D5-03,13,conclusion,dialogue,CLAIRE,그리고 나중에 리처드 명의로 호라이즌 룸에 메시지를 보냈죠. 시신 발견자를 삼촌으로 만들려고.,uneasy,,,,INTERVIEW,Y,,
D5-03_014,D5-03,14,choice,choice,PLAYER_CHOICE,면책 거래,choice,,D5-03_C1,trust_claire:+2; flag:claire_cooperates; flag:funds_disclosure_limited,UI choice,N,D5-03_DEAL,
D5-03_015,D5-03,15,choice,choice,PLAYER_CHOICE,전면 폭로,choice,,D5-03_C2,trust_claire:-1; publicAnxiety:+10; flag:funds_disclosure_full,UI choice,N,D5-03_DEAL,
D5-03_016,D5-03,16,choice_result,branch_response,ADRIAN,태블릿 절도와 자작극을 모두 진술하고 백업 키를 제공하세요. 살인 수사 협조 사실은 기록하겠습니다.,firm,choice(D5-03_C1),,,INTERVIEW,Y,D5-03_DEAL,
D5-03_017,D5-03,17,choice_result,branch_response,CLAIRE,비자금 자료 공개 범위는 법무팀과 협의하게 해주세요. 대신 암호 키와 편집 기록을 전부 넘기겠습니다.,relieved,choice(D5-03_C1),,trust_claire:+2; flag:claire_cooperates,INTERVIEW,Y,D5-03_DEAL,
D5-03_018,D5-03,18,choice_result,branch_response,ADRIAN,"당신의 절도와 자작극, 비자금 은폐를 모두 선장과 당국에 보고합니다. 협조는 감경 사유일 뿐 거래가 아닙니다.",cold,choice(D5-03_C2),,,INTERVIEW,Y,D5-03_DEAL,
D5-03_019,D5-03,19,choice_result,branch_response,CLAIRE,정의를 원하는 게 아니라 완벽한 보고서를 원하는 거군요.,angry,choice(D5-03_C2),,trust_claire:-1; publicAnxiety:+10,INTERVIEW,Y,D5-03_DEAL,
D5-03_020,D5-03,20,conclusion,dialogue,ADRIAN,"익명 제보의 목적은 정보를 주는 게 아니었습니다. 다니엘의 오해를 정확한 방향으로 밀어붙여, 정해진 장소와 시간에 데려가는 것이었습니다.",focused,,,,INTERVIEW,Y,,
D5-03_021,D5-03,21,close,system,SYSTEM,C-13 익명 채팅 완전 획득. ‘다니엘의 리처드 오해를 이용한 유인’이 확정되었습니다.,system,,,scene_unlock:D5-04,UI,N,,
D5-04_001,D5-04,1,opening,narration,NARRATION,"사건 후 처음으로 호라이즌 룸의 모든 장치가 꺼졌다. 물도 음악도 사람의 목소리도 없이, 방은 단지 명령을 기다리는 기계처럼 보였다.",observe,D5-03,,,HORIZON,N,,
D5-04_002,D5-04,2,reasoning,monologue,ADRIAN,"클레어의 방에서는 로봇, 커튼, 연막이 순서대로 움직여 공격 장면을 만들었습니다.",internal,,,,HORIZON,Y,,
D5-04_003,D5-04,3,reasoning,monologue,ADRIAN,"여기서도 시신, 혈흔, 넘친 물, 녹음기가 서로 다른 시간에 도착했을 수 있습니다.",internal,,,,HORIZON,Y,,
D5-04_004,D5-04,4,inspection,narration,NARRATION,[조사: 세면대 타이머 밸브],observe,,,,HORIZON,N,,
D5-04_005,D5-04,5,inspection,inspection,ADRIAN,"수도 손잡이 안쪽에 행사 설비용 무선 밸브가 장착돼 있다. 22:27 자동 개방, 22:44 최대 수위 도달.",focused,,,,HORIZON,Y,,
D5-04_006,D5-04,6,evidence,system,SYSTEM,단서 획득: 보조 단서: 세면대 타이머,system,,,flag:sink_timer,UI,N,,
D5-04_007,D5-04,7,inspection,narration,NARRATION,[조사: 녹음기 예약 재생],observe,,,,HORIZON,N,,
D5-04_008,D5-04,8,inspection,inspection,ADRIAN,21:47에 생성된 파일이 22:36 자동 재생되도록 설정돼 있었다. 리처드가 방에 접근할 때 소리가 들리도록 맞춘 시각이다.,focused,,,,HORIZON,Y,,
D5-04_009,D5-04,9,evidence,system,SYSTEM,단서 획득: 보조 단서: 녹음기 예약,system,,,flag:recorder_timer,UI,N,,
D5-04_010,D5-04,10,inspection,narration,NARRATION,[조사: 천장 패널과 감지기],observe,,,,HORIZON,N,,
D5-04_011,D5-04,11,inspection,inspection,ADRIAN,"패널 수직 아래가 혈흔 중심과 일치하고, 22:18 감지기 오류는 레일 통과 시각과 겹친다.",focused,,,,HORIZON,Y,,
D5-04_012,D5-04,12,evidence,system,SYSTEM,단서 획득: C-08 화재감지기 오류,system,,,evidence:C-08,UI,N,,
D5-04_013,D5-04,13,puzzle,system,SYSTEM,"증거 보드: ‘자동장치’ 노드에 세면대 타이머, 녹음기 예약, 천장 패널을 연결하세요.",tutorial,,,,Evidence Board,N,,
D5-04_014,D5-04,14,puzzle,puzzle_feedback,ADRIAN,세면대는 살해 수단이 아니라 발견 시점을 연출한 장치입니다.,focused,board_wrong=sink_to_cause_of_death,,,Puzzle,Y,,
D5-04_015,D5-04,15,puzzle,puzzle_feedback,ADRIAN,녹음기의 ‘리…’은 리처드를 지목하도록 설계된 미끼일 수 있습니다. 직접 범인 노드에 연결할 수 없습니다.,focused,board_wrong=recording_to_richard,,,Puzzle,Y,,
D5-04_016,D5-04,16,puzzle,puzzle_feedback,ADRIAN,방은 범행 현장이 아니라 결과물이었습니다. 자동장치가 정해진 순서로 시신과 물과 소리를 배치해 ‘살인이 방금 일어난 것처럼’ 완성했습니다.,realization,puzzle_correct,,theory:room_completed_automatically,Puzzle complete,Y,,
D5-04_017,D5-04,17,conclusion,dialogue,ADRIAN,범인이 이 방에서 탈출하지 않은 이유는 단순합니다. 범인은 이 방에 들어오지 않았습니다.,realization,,,,HORIZON,Y,,
D5-04_018,D5-04,18,conclusion,dialogue,ADRIAN,"남은 질문은 시신이 어디서 왔고, 무엇이 그 무게를 옮겼는가입니다.",focused,,,,HORIZON,Y,,
D5-04_019,D5-04,19,puzzle_hint,hint,UI_HINT,첫 사건의 오브젝트를 클레어 객실의 자동장치 역할과 대응시켜 보세요.,hint1,hint_level=1,,,Hint UI,N,,
D5-04_020,D5-04,20,puzzle_hint,hint,UI_HINT,"세면대는 연막, 녹음기는 그림자, 천장 패널은 서비스 로봇에 대응합니다.",hint2,hint_level=2,,,Hint UI,N,,
D5-04_021,D5-04,21,puzzle_hint,hint,UI_HINT,세 장치를 ‘현장 자동 완성’ 가설에 연결하세요.,hint3,hint_level=3,,,Hint UI,N,,
D5-04_022,D5-04,22,close,system,SYSTEM,화물 레일 조사 개방. 6일 차 기관 로그 접근 권한이 부여됩니다.,system,,,scene_unlock:D6-01,UI,N,,
